,profit,fees,balance,position,streak
427815,0.0,0.0,1000.0,0.0,1.0
427816,0.0,0.0,1000.0,0,1.0
427817,0.0,0.0,1000.0,0,1.0
427818,0.0,0.0,1000.0,0,1.0
427819,0.0,0.0,1000.0,0,1.0
427820,0.0,0.0,1000.0,0,1.0
427821,0.0,0.0,1000.0,0,1.0
427822,0.0,0.0,1000.0,0,1.0
427823,0.0,0.0,1000.0,0,1.0
427824,0.0,0.0,1000.0,0,1.0
427825,0.0,0.0,1000.0,0,1.0
427826,0.0,0.25,999.75,1,1.0
427827,0.0,0.0,999.75,1,1.0
427828,37.5,0.25,1037.0,0,1.0
427829,0.0,0.0,1037.0,0,1.0
427830,0.0,0.0,1037.0,0,1.0
427831,0.0,0.0,1037.0,0,1.0
427832,0.0,0.0,1037.0,0,1.0
427833,0.0,0.0,1037.0,0,1.0
427834,0.0,0.0,1037.0,0,1.0
427835,0.0,0.0,1037.0,0,1.0
427836,0.0,0.0,1037.0,0,1.0
427837,0.0,0.0,1037.0,0,1.0
427838,0.0,0.0,1037.0,0,1.0
427839,0.0,0.0,1037.0,0,1.0
427840,0.0,0.0,1037.0,0,1.0
427841,0.0,0.0,1037.0,0,1.0
427842,0.0,0.0,1037.0,0,1.0
427843,0.0,0.0,1037.0,0,1.0
427844,0.0,0.0,1037.0,0,1.0
427845,0.0,0.0,1037.0,0,1.0
427846,0.0,0.0,1037.0,0,1.0
427847,0.0,0.0,1037.0,0,1.0
427848,0.0,0.0,1037.0,0,1.0
427849,0.0,0.0,1037.0,0,1.0
427850,0.0,0.0,1037.0,0,1.0
427851,0.0,0.0,1037.0,0,1.0
427852,0.0,0.0,1037.0,0,1.0
427853,0.0,0.0,1037.0,0,1.0
427854,0.0,0.0,1037.0,0,1.0
427855,0.0,0.0,1037.0,0,1.0
427856,0.0,0.0,1037.0,0,1.0
427857,0.0,0.0,1037.0,0,1.0
427858,0.0,0.0,1037.0,0,1.0
427859,0.0,0.0,1037.0,0,1.0
427860,0.0,0.0,1037.0,0,1.0
427861,0.0,0.0,1037.0,0,1.0
427862,0.0,0.0,1037.0,0,1.0
427863,0.0,0.0,1037.0,0,1.0
427864,0.0,0.0,1037.0,0,1.0
427865,0.0,0.0,1037.0,0,1.0
427866,0.0,0.0,1037.0,0,1.0
427867,0.0,0.0,1037.0,0,1.0
427868,0.0,0.0,1037.0,0,1.0
427869,0.0,0.0,1037.0,0,1.0
427870,0.0,0.0,1037.0,0,1.0
427871,0.0,0.0,1037.0,0,1.0
427872,0.0,0.0,1037.0,0,1.0
427873,0.0,0.0,1037.0,0,1.0
427874,0.0,0.0,1037.0,0,1.0
427875,0.0,0.0,1037.0,0,1.0
427876,0.0,0.0,1037.0,0,1.0
427877,0.0,0.0,1037.0,0,1.0
427878,0.0,0.0,1037.0,0,1.0
427879,0.0,0.0,1037.0,0,1.0
427880,0.0,0.0,1037.0,0,1.0
427881,0.0,0.0,1037.0,0,1.0
427882,0.0,0.0,1037.0,0,1.0
427883,0.0,0.0,1037.0,0,1.0
427884,0.0,0.0,1037.0,0,1.0
427885,0.0,0.0,1037.0,0,1.0
427886,0.0,0.0,1037.0,0,1.0
427887,0.0,0.0,1037.0,0,1.0
427888,0.0,0.0,1037.0,0,1.0
427889,0.0,0.0,1037.0,0,1.0
427890,0.0,0.0,1037.0,0,1.0
427891,0.0,0.0,1037.0,0,1.0
427892,0.0,0.0,1037.0,0,1.0
427893,0.0,0.0,1037.0,0,1.0
427894,0.0,0.0,1037.0,0,1.0
427895,0.0,0.0,1037.0,0,1.0
427896,0.0,0.25,1036.75,2,1.0
427897,0.0,0.25,1036.5,0,1.0
427898,0.0,0.0,1036.5,0,1.0
427899,0.0,0.0,1036.5,0,1.0
427900,0.0,0.0,1036.5,0,1.0
427901,0.0,0.0,1036.5,0,1.0
427902,0.0,0.0,1036.5,0,1.0
427903,0.0,0.0,1036.5,0,1.0
427904,0.0,0.0,1036.5,0,1.0
427905,0.0,0.0,1036.5,0,1.0
427906,0.0,0.0,1036.5,0,1.0
427907,0.0,0.0,1036.5,0,1.0
427908,0.0,0.0,1036.5,0,1.0
427909,0.0,0.25,1036.25,1,1.0
427910,0.0,0.25,1036.0,0,1.0
427911,0.0,0.0,1036.0,0,1.0
427912,0.0,0.0,1036.0,0,1.0
427913,0.0,0.0,1036.0,0,1.0
427914,0.0,0.0,1036.0,0,1.0
427915,0.0,0.0,1036.0,0,1.0
427916,0.0,0.0,1036.0,0,1.0
427917,0.0,0.0,1036.0,0,1.0
427918,0.0,0.0,1036.0,0,1.0
427919,0.0,0.0,1036.0,0,1.0
427920,0.0,0.0,1036.0,0,1.0
427921,0.0,0.0,1036.0,0,1.0
427922,0.0,0.0,1036.0,0,1.0
427923,0.0,0.0,1036.0,0,1.0
427924,0.0,0.0,1036.0,0,1.0
427925,0.0,0.0,1036.0,0,1.0
427926,0.0,0.0,1036.0,0,1.0
427927,0.0,0.0,1036.0,0,1.0
427928,0.0,0.0,1036.0,0,1.0
427929,0.0,0.25,1035.75,1,1.0
427930,12.5,0.25,1048.0,0,1.0
427931,0.0,0.0,1048.0,0,1.0
427932,0.0,0.0,1048.0,0,1.0
427933,0.0,0.0,1048.0,0,1.0
427934,0.0,0.0,1048.0,0,1.0
427935,0.0,0.0,1048.0,0,1.0
427936,0.0,0.0,1048.0,0,1.0
427937,0.0,0.0,1048.0,0,1.0
427938,0.0,0.0,1048.0,0,1.0
427939,0.0,0.0,1048.0,0,1.0
427940,0.0,0.0,1048.0,0,1.0
427941,0.0,0.0,1048.0,0,1.0
427942,0.0,0.0,1048.0,0,1.0
427943,0.0,0.0,1048.0,0,1.0
427944,0.0,0.0,1048.0,0,1.0
427945,0.0,0.0,1048.0,0,1.0
427946,0.0,0.0,1048.0,0,1.0
427947,0.0,0.0,1048.0,0,1.0
427948,0.0,0.0,1048.0,0,1.0
427949,0.0,0.0,1048.0,0,1.0
427950,0.0,0.0,1048.0,0,1.0
427951,0.0,0.0,1048.0,0,1.0
427952,0.0,0.0,1048.0,0,1.0
427953,0.0,0.0,1048.0,0,1.0
427954,0.0,0.0,1048.0,0,1.0
427955,0.0,0.0,1048.0,0,1.0
427956,0.0,0.0,1048.0,0,1.0
427957,0.0,0.0,1048.0,0,1.0
427958,0.0,0.0,1048.0,0,1.0
427959,0.0,0.0,1048.0,0,1.0
427960,0.0,0.0,1048.0,0,1.0
427961,0.0,0.0,1048.0,0,1.0
427962,0.0,0.0,1048.0,0,1.0
427963,0.0,0.0,1048.0,0,1.0
427964,0.0,0.0,1048.0,0,1.0
427965,0.0,0.0,1048.0,0,1.0
427966,0.0,0.0,1048.0,0,1.0
427967,0.0,0.0,1048.0,0,1.0
427968,0.0,0.0,1048.0,0,1.0
427969,0.0,0.0,1048.0,0,1.0
427970,0.0,0.0,1048.0,0,1.0
427971,0.0,0.0,1048.0,0,1.0
427972,0.0,0.0,1048.0,0,1.0
427973,0.0,0.0,1048.0,0,1.0
427974,0.0,0.0,1048.0,0,1.0
427975,0.0,0.0,1048.0,0,1.0
427976,0.0,0.0,1048.0,0,1.0
427977,0.0,0.0,1048.0,0,1.0
427978,0.0,0.25,1047.75,1,1.0
427979,-37.5,0.25,1010.0,0,1.0
427980,0.0,0.0,1010.0,0,1.0
427981,0.0,0.0,1010.0,0,1.0
427982,0.0,0.0,1010.0,0,1.0
427983,0.0,0.0,1010.0,0,1.0
427984,0.0,0.0,1010.0,0,1.0
427985,0.0,0.0,1010.0,0,1.0
427986,0.0,0.0,1010.0,0,1.0
427987,0.0,0.0,1010.0,0,1.0
427988,0.0,0.0,1010.0,0,1.0
427989,0.0,0.25,1009.75,2,1.0
427990,25.0,0.25,1034.5,0,1.0
427991,0.0,0.0,1034.5,0,1.0
427992,0.0,0.0,1034.5,0,1.0
427993,0.0,0.0,1034.5,0,1.0
427994,0.0,0.0,1034.5,0,1.0
427995,0.0,0.0,1034.5,0,1.0
427996,0.0,0.0,1034.5,0,1.0
427997,0.0,0.0,1034.5,0,1.0
427998,0.0,0.0,1034.5,0,1.0
427999,0.0,0.0,1034.5,0,1.0
428000,0.0,0.0,1034.5,0,1.0
428001,0.0,0.0,1034.5,0,1.0
428002,0.0,0.0,1034.5,0,1.0
428003,0.0,0.0,1034.5,0,1.0
428004,0.0,0.0,1034.5,0,1.0
428005,0.0,0.0,1034.5,0,1.0
428006,0.0,0.0,1034.5,0,1.0
428007,0.0,0.0,1034.5,0,1.0
428008,0.0,0.0,1034.5,0,1.0
428009,0.0,0.0,1034.5,0,1.0
428010,0.0,0.0,1034.5,0,1.0
428011,0.0,0.0,1034.5,0,1.0
428012,0.0,0.25,1034.25,1,1.0
428013,0.0,0.25,1034.0,0,1.0
428014,0.0,0.0,1034.0,0,1.0
428015,0.0,0.0,1034.0,0,1.0
428016,0.0,0.0,1034.0,0,1.0
428017,0.0,0.0,1034.0,0,1.0
428018,0.0,0.0,1034.0,0,1.0
428019,0.0,0.0,1034.0,0,1.0
428020,0.0,0.0,1034.0,0,1.0
428021,0.0,0.0,1034.0,0,1.0
428022,0.0,0.0,1034.0,0,1.0
428023,0.0,0.0,1034.0,0,1.0
428024,0.0,0.0,1034.0,0,1.0
428025,0.0,0.0,1034.0,0,1.0
428026,0.0,0.0,1034.0,0,1.0
428027,0.0,0.0,1034.0,0,1.0
428028,0.0,0.0,1034.0,0,1.0
428029,0.0,0.25,1033.75,1,1.0
428030,-37.5,0.25,996.0,0,1.0
428031,0.0,0.0,996.0,0,1.0
428032,0.0,0.0,996.0,0,1.0
428033,0.0,0.0,996.0,0,1.0
428034,0.0,0.25,995.75,1,1.0
428035,0.0,0.25,995.5,2,1.0
428036,-37.5,0.25,957.75,0,1.0
428037,0.0,0.0,957.75,0,1.0
428038,0.0,0.0,957.75,0,1.0
428039,0.0,0.25,957.5,2,1.0
428040,37.5,0.25,994.75,0,1.0
428041,0.0,0.0,994.75,0,1.0
428042,0.0,0.0,994.75,0,1.0
428043,0.0,0.0,994.75,0,1.0
428044,0.0,0.0,994.75,0,1.0
428045,0.0,0.0,994.75,0,1.0
428046,0.0,0.0,994.75,0,1.0
428047,0.0,0.0,994.75,0,1.0
428048,0.0,0.0,994.75,0,1.0
428049,0.0,0.0,994.75,0,1.0
428050,0.0,0.0,994.75,0,1.0
428051,0.0,0.0,994.75,0,1.0
428052,0.0,0.0,994.75,0,1.0
428053,0.0,0.0,994.75,0,1.0
428054,0.0,0.0,994.75,0,1.0
428055,0.0,0.0,994.75,0,1.0
428056,0.0,0.0,994.75,0,1.0
428057,0.0,0.0,994.75,0,1.0
428058,0.0,0.0,994.75,0,1.0
428059,0.0,0.0,994.75,0,1.0
428060,0.0,0.25,994.5,2,1.0
428061,25.0,0.25,1019.25,0,1.0
428062,0.0,0.0,1019.25,0,1.0
428063,0.0,0.0,1019.25,0,1.0
428064,0.0,0.0,1019.25,0,1.0
428065,0.0,0.0,1019.25,0,1.0
428066,0.0,0.0,1019.25,0,1.0
428067,0.0,0.0,1019.25,0,1.0
428068,0.0,0.0,1019.25,0,1.0
428069,0.0,0.0,1019.25,0,1.0
428070,0.0,0.0,1019.25,0,1.0
428071,0.0,0.0,1019.25,0,1.0
428072,0.0,0.0,1019.25,0,1.0
428073,0.0,0.0,1019.25,0,1.0
428074,0.0,0.0,1019.25,0,1.0
428075,0.0,0.0,1019.25,0,1.0
428076,0.0,0.0,1019.25,0,1.0
428077,0.0,0.0,1019.25,0,1.0
428078,0.0,0.0,1019.25,0,1.0
428079,0.0,0.0,1019.25,0,1.0
428080,0.0,0.0,1019.25,0,1.0
428081,0.0,0.0,1019.25,0,1.0
428082,0.0,0.0,1019.25,0,1.0
428083,0.0,0.0,1019.25,0,1.0
428084,0.0,0.0,1019.25,0,1.0
428085,0.0,0.0,1019.25,0,1.0
428086,0.0,0.0,1019.25,0,1.0
428087,0.0,0.0,1019.25,0,1.0
428088,0.0,0.0,1019.25,0,1.0
428089,0.0,0.0,1019.25,0,1.0
428090,0.0,0.0,1019.25,0,1.0
428091,0.0,0.0,1019.25,0,1.0
428092,0.0,0.0,1019.25,0,1.0
428093,0.0,0.0,1019.25,0,1.0
428094,0.0,0.0,1019.25,0,1.0
428095,0.0,0.0,1019.25,0,1.0
428096,0.0,0.0,1019.25,0,1.0
428097,0.0,0.0,1019.25,0,1.0
428098,0.0,0.0,1019.25,0,1.0
428099,0.0,0.0,1019.25,0,1.0
428100,0.0,0.0,1019.25,0,1.0
428101,0.0,0.0,1019.25,0,1.0
428102,0.0,0.0,1019.25,0,1.0
428103,0.0,0.0,1019.25,0,1.0
428104,0.0,0.0,1019.25,0,1.0
428105,0.0,0.0,1019.25,0,1.0
428106,0.0,0.0,1019.25,0,1.0
428107,0.0,0.0,1019.25,0,1.0
428108,0.0,0.0,1019.25,0,1.0
428109,0.0,0.0,1019.25,0,1.0
428110,0.0,0.0,1019.25,0,1.0
428111,0.0,0.25,1019.0,1,1.0
428112,0.0,0.25,1018.75,0,1.0
428113,0.0,0.0,1018.75,0,1.0
428114,0.0,0.0,1018.75,0,1.0
428115,0.0,0.0,1018.75,0,1.0
428116,0.0,0.0,1018.75,0,1.0
428117,0.0,0.0,1018.75,0,1.0
428118,0.0,0.0,1018.75,0,1.0
428119,0.0,0.0,1018.75,0,1.0
428120,0.0,0.0,1018.75,0,1.0
428121,0.0,0.0,1018.75,0,1.0
428122,0.0,0.0,1018.75,0,1.0
428123,0.0,0.0,1018.75,0,1.0
428124,0.0,0.0,1018.75,0,1.0
428125,0.0,0.0,1018.75,0,1.0
428126,0.0,0.0,1018.75,0,1.0
428127,0.0,0.0,1018.75,0,1.0
428128,0.0,0.0,1018.75,0,1.0
428129,0.0,0.0,1018.75,0,1.0
428130,0.0,0.25,1018.5,1,1.0
428131,-37.5,0.25,980.75,0,1.0
428132,0.0,0.0,980.75,0,1.0
428133,0.0,0.0,980.75,0,1.0
428134,0.0,0.0,980.75,0,1.0
428135,0.0,0.0,980.75,0,1.0
428136,0.0,0.0,980.75,0,1.0
428137,0.0,0.0,980.75,0,1.0
428138,0.0,0.0,980.75,0,1.0
428139,0.0,0.0,980.75,0,1.0
428140,0.0,0.0,980.75,0,1.0
428141,0.0,0.0,980.75,0,1.0
428142,0.0,0.0,980.75,0,1.0
428143,0.0,0.0,980.75,0,1.0
428144,0.0,0.0,980.75,0,1.0
428145,0.0,0.0,980.75,0,1.0
428146,0.0,0.0,980.75,0,1.0
428147,0.0,0.0,980.75,0,1.0
428148,0.0,0.0,980.75,0,1.0
428149,0.0,0.0,980.75,0,1.0
428150,0.0,0.0,980.75,0,1.0
428151,0.0,0.0,980.75,0,1.0
428152,0.0,0.0,980.75,0,1.0
428153,0.0,0.0,980.75,0,1.0
428154,0.0,0.0,980.75,0,1.0
428155,0.0,0.0,980.75,0,1.0
428156,0.0,0.0,980.75,0,1.0
428157,0.0,0.0,980.75,0,1.0
428158,0.0,0.0,980.75,0,1.0
428159,0.0,0.0,980.75,0,1.0
428160,0.0,0.0,980.75,0,1.0
428161,0.0,0.0,980.75,0,1.0
428162,0.0,0.0,980.75,0,1.0
428163,0.0,0.0,980.75,0,1.0
428164,0.0,0.0,980.75,0,1.0
428165,0.0,0.0,980.75,0,1.0
428166,0.0,0.0,980.75,0,1.0
428167,0.0,0.0,980.75,0,1.0
428168,0.0,0.0,980.75,0,1.0
428169,0.0,0.25,980.5,1,1.0
428170,12.5,0.25,992.75,0,1.0
428171,0.0,0.0,992.75,0,1.0
428172,0.0,0.0,992.75,0,1.0
428173,0.0,0.0,992.75,0,1.0
428174,0.0,0.25,992.5,1,1.0
428175,-12.5,0.25,979.75,0,1.0
428176,0.0,0.0,979.75,0,1.0
428177,0.0,0.0,979.75,0,1.0
428178,0.0,0.0,979.75,0,1.0
428179,0.0,0.0,979.75,0,1.0
428180,0.0,0.0,979.75,0,1.0
428181,0.0,0.0,979.75,0,1.0
428182,0.0,0.0,979.75,0,1.0
428183,0.0,0.0,979.75,0,1.0
428184,0.0,0.0,979.75,0,1.0
428185,0.0,0.0,979.75,0,1.0
428186,0.0,0.0,979.75,0,1.0
428187,0.0,0.0,979.75,0,1.0
428188,0.0,0.0,979.75,0,1.0
428189,0.0,0.25,979.5,1,1.0
428190,-25.0,0.25,954.25,0,1.0
428191,0.0,0.0,954.25,0,1.0
428192,0.0,0.0,954.25,0,1.0
428193,0.0,0.0,954.25,0,1.0
428194,0.0,0.0,954.25,0,1.0
428195,0.0,0.0,954.25,0,1.0
428196,0.0,0.0,954.25,0,1.0
428197,0.0,0.0,954.25,0,1.0
428198,0.0,0.0,954.25,0,1.0
428199,0.0,0.0,954.25,0,1.0
428200,0.0,0.0,954.25,0,1.0
428201,0.0,0.0,954.25,0,1.0
428202,0.0,0.0,954.25,0,1.0
428203,0.0,0.0,954.25,0,1.0
428204,0.0,0.0,954.25,0,1.0
428205,0.0,0.0,954.25,0,1.0
428206,0.0,0.25,954.0,1,1.0
428207,0.0,0.25,953.75,0,1.0
428208,0.0,0.0,953.75,0,1.0
428209,0.0,0.0,953.75,0,1.0
428210,0.0,0.0,953.75,0,1.0
428211,0.0,0.0,953.75,0,1.0
428212,0.0,0.0,953.75,0,1.0
428213,0.0,0.0,953.75,0,1.0
428214,0.0,0.0,953.75,0,1.0
428215,0.0,0.0,953.75,0,1.0
428216,0.0,0.0,953.75,0,1.0
