progress,open,high,low,close,volume
0.0757002271006813,0.0,0.0,0.0,0.0,464
0.1514004542013626,0.25,0.0,0.25,0.0,197
0.22710068130204392,0.0,-0.5,-0.25,-0.5,178
0.3028009084027252,-0.25,-0.75,-0.25,-0.5,98
0.3785011355034065,-0.5,-0.75,-0.25,-0.5,41
0.45420136260408783,-0.25,-0.75,-0.25,-0.5,19
0.5299015897047692,-0.5,-0.75,-0.25,-0.5,29
0.6056018168054504,-0.5,-1.0,-0.25,-0.75,131
0.6813020439061317,-0.5,-0.75,-0.25,-0.5,27
0.757002271006813,-0.5,-0.75,-0.25,-0.75,25
0.8327024981074944,-0.25,-0.75,-0.25,-0.75,11
0.9084027252081757,-0.5,-1.0,-0.25,-0.75,4
0.9841029523088569,-0.25,-0.75,-0.25,-0.75,60
1.0598031794095384,-0.25,-0.75,0.0,-0.5,53
1.1355034065102196,0.0,-0.5,0.0,-0.25,19
1.2112036336109009,-0.25,-0.75,0.0,-0.5,1
1.2869038607115821,-0.25,-0.5,0.0,-0.25,2
1.3626040878122634,-0.25,-0.5,0.0,-0.25,2
1.4383043149129449,0.0,-0.5,0.0,-0.5,4
1.514004542013626,-0.25,-0.75,0.0,-0.5,2
1.5897047691143074,-0.25,-0.75,0.0,-0.5,2
1.6654049962149888,0.0,-0.5,0.25,-0.25,2
1.74110522331567,0.0,-0.5,0.25,-0.25,3
1.8168054504163513,0.0,-0.5,0.25,-0.25,2
1.8925056775170326,0.0,-0.5,0.25,-0.25,3
1.9682059046177138,0.0,-0.5,0.25,-0.25,94
2.043906131718395,0.25,-0.25,0.25,-0.25,4
2.1196063588190768,0.0,-0.5,0.25,-0.25,52
2.195306585919758,0.0,-0.5,0.25,-0.25,101
2.2710068130204393,0.0,-0.5,0.25,-0.25,28
2.3467070401211205,-0.25,-0.5,0.0,-0.25,3
2.4224072672218018,-0.25,-0.75,0.0,-0.5,25
2.498107494322483,-0.25,-0.75,0.0,-0.5,7
2.5738077214231643,-0.25,-0.75,0.0,-0.5,2
2.6495079485238455,0.0,-0.5,0.0,-0.5,15
2.7252081756245268,-0.25,-0.75,0.0,-0.5,5
2.8009084027252085,-0.25,-0.75,0.0,-0.5,13
2.8766086298258897,-0.25,-0.75,0.0,-0.5,26
2.952308856926571,-0.25,-0.75,0.0,-0.5,1
3.028009084027252,-0.25,-0.75,0.0,-0.5,1
3.1037093111279335,0.0,-0.5,0.25,-0.25,1
3.1794095382286147,0.0,-0.5,0.0,-0.5,7
3.255109765329296,-0.25,-0.75,0.0,-0.5,4
3.3308099924299777,-0.25,-0.75,0.0,-0.5,5
3.406510219530659,-0.25,-0.75,0.0,-0.5,3
3.48221044663134,0.0,-0.5,0.0,-0.5,9
3.5579106737320214,-0.25,-0.5,0.0,-0.25,6
3.6336109008327027,-0.25,-0.75,0.0,-0.5,3
3.709311127933384,0.0,-0.5,0.0,-0.5,5
3.785011355034065,-0.25,-0.75,0.0,-0.5,25
3.8607115821347464,-0.5,-0.75,-0.25,-0.75,7
3.9364118092354277,-0.5,-1.0,-0.25,-0.75,95
4.012112036336109,-0.5,-0.75,-0.25,-0.5,20
4.08781226343679,-0.5,-0.75,-0.25,-0.75,4
4.163512490537472,-0.5,-0.75,-0.25,-0.5,6
4.2392127176381535,-0.5,-1.0,-0.25,-0.75,3
4.314912944738834,-0.5,-1.0,-0.25,-0.75,4
4.390613171839516,-0.25,-0.75,-0.25,-0.5,13
4.466313398940197,-0.5,-0.75,-0.25,-0.5,6
4.5420136260408785,-0.5,-1.0,-0.25,-0.75,5
4.617713853141559,-0.5,-0.5,-0.25,-0.5,132
4.693414080242241,-0.25,-0.75,0.0,-0.5,6
4.769114307342922,-0.25,-0.5,0.0,-0.25,7
4.8448145344436035,-0.25,-0.5,0.0,-0.25,8
4.920514761544285,-0.25,-0.75,0.0,-0.5,5
4.996214988644966,-0.25,-0.75,0.0,-0.5,3
5.071915215745648,-0.25,-0.75,0.0,-0.5,5
5.1476154428463285,-0.25,-0.75,0.0,-0.5,4
5.22331566994701,-0.25,-0.75,0.0,-0.5,9
5.299015897047691,-0.25,-0.5,0.0,-0.5,13
5.374716124148373,0.0,-0.5,0.0,-0.25,118
5.4504163512490535,0.0,-0.25,0.25,-0.25,25
5.526116578349735,0.0,-0.5,0.0,-0.5,30
5.601816805450417,-0.25,-0.5,0.0,-0.25,27
5.677517032551098,0.0,-0.25,0.25,-0.25,6
5.753217259651779,0.25,-0.25,0.25,-0.25,13
5.82891748675246,0.0,-0.5,0.25,-0.25,4
5.904617713853142,0.0,-0.5,0.25,-0.25,8
5.980317940953823,0.0,-0.5,0.25,-0.25,3
6.056018168054504,0.0,-0.25,0.25,-0.25,8
6.131718395155186,0.0,-0.5,0.25,-0.25,3
6.207418622255867,0.0,-0.25,0.25,-0.25,5
6.283118849356549,0.0,-0.5,0.25,-0.25,4
6.358819076457229,0.25,-0.25,0.25,-0.25,5
6.434519303557911,0.0,-0.25,0.25,-0.25,54
6.510219530658592,0.0,-0.5,0.0,-0.5,80
6.585919757759274,-0.25,-0.75,0.0,-0.5,4
